total_LRH_notes,total_LH_notes,total_RH_notes,total_LRH_raw_notes,total_LH_raw_notes,total_RH_raw_notes,music_key,total_LRH_sharp_keys_pressed,total_LH_sharp_keys_pressed,total_RH_sharp_keys_pressed,total_LRH_flat_keys_pressed,total_LH_flat_keys_pressed,total_RH_flat_keys_pressed,average_RLH_range,average_LH_range,average_RH_range,average_RLH_note_10_range,average_LH_note_10_range,average_RH_note_10_range,average_RLH_note_20_range,average_LH_note_20_range,average_RH_note_20_range,average_RLH_note_35_range,average_LH_note_35_range,average_RH_note_35_range,average_RLH_note_50_range,average_LH_note_50_range,average_RH_note_50_range,average_RLH_note_100_range,average_LH_note_100_range,average_RH_note_100_range,RLH_note_10_range,LH_note_10_range,RH_note_10_range,RLH_note_20_range,LH_note_20_range,RH_note_20_range,RLH_note_35_range,LH_note_35_range,RH_note_35_range,RLH_note_50_range,LH_note_50_range,RH_note_50_range,RLH_note_100_range,LH_note_100_range,RH_note_100_range,average_LRH_2chord_range,average_LH_2chord_range,average_RH_2chord_range,average_LRH_3chord_range,average_LH_3chord_range,average_RH_3chord_range,average_LRH_4chord_range,average_LH_4chord_range,average_RH_4chord_range,average_LRH_5chord_range,average_LH_5chord_range,average_RH_5chord_range,average_LRH_2chord_hand_range,average_LH_2chord_hand_range,average_RH_2chord_hand_range,average_LRH_3chord_hand_range,average_LH_3chord_hand_range,average_RH_3chord_hand_range,average_LRH_4chord_hand_range,average_LH_4chord_hand_range,average_RH_4chord_hand_range,average_LRH_5chord_hand_range,average_LH_5chord_hand_range,average_RH_5chord_hand_range,large_5jumps_LRH,large_5jumps_LH,large_5jumps_RH,large_8jumps_LRH,large_8jumps_LH,large_8jumps_RH,large_9jumps_LRH,large_9jumps_LH,large_9jumps_RH,large_10jumps_LRH,large_10jumps_LH,large_10jumps_RH,average_large_5jumps_LRH,average_large_5jumps_LH,average_large_5jumps_RH,average_large_8jumps_LRH,average_large_8jumps_LH,average_large_8jumps_RH,average_large_9jumps_LRH,average_large_9jumps_LH,average_large_9jumps_RH,average_large_10jumps_LRH,average_large_10jumps_LH,average_large_10jumps_RH,total_LRHwhole_notes,total_LRHhalf_notes,total_LRHquarter_notes,total_LRHeighth_notes,total_LRH16th_notes,total_LRH32nd_notes,total_LRH64th_notes,total_LHwhole_notes,total_LHhalf_notes,total_LHquarter_notes,total_LHeighth_notes,total_LH16th_notes,total_LH32nd_notes,total_LH64th_notes,total_RHwhole_notes,total_RHhalf_notes,total_RHquarter_notes,total_RHeighth_notes,total_RH16th_notes,total_RH32nd_notes,total_RH64th_notes,average_LRHwhole_notes,average_LRHhalf_ntoes,average_LRHquarter_notes,average_LRHeighth_notes,average_LRH16th_notes,average_LRH32nd_notes,average_LRH64th_notes,average_LHwhole_notes,average_LHhalf_ntoes,average_LHquarter_notes,average_LHeighth_notes,average_LH16th_notes,average_LH32nd_notes,average_LH64th_notes,average_RHwhole_notes,average_RHhalf_ntoes,average_RHquarter_notes,average_RHeighth_notes,average_RH16th_notes,average_RH32nd_notes,average_RH64th_notes,MostCommonNoteQuarterLength,MostCommonNoteQuarterLengthPrevalence,MostCommonSetClassSimultaneityPrevalence,TriadSimultaneityPrevalence,UniquePitchClassSetSimultaneities,UniqueSetClassSimultaneities,AverageNoteDurationFeature,AverageTimeBetweenAttacksFeature,AverageTimeBetweenAttacksForEachVoiceFeature,DirectionOfMotionFeature,ImportanceOfHighRegisterFeature,NoteDensityFeature,PitchVarietyFeature,RelativeStrengthOfTopPitchClassesFeature,RelativeStrengthOfTopPitchesFeature,Grade
809,7,4,20,29,2052,119,18,4,0,385,12,0,0,2052,0,0,0,0,0.138839602555,0,0,0,7,0,3,298,3,8,3,6,186,3,15,14,0,0,3,0,9,36,0,0,12,838,5,30,0,2126,0,137,1782,0,0,12,410,7,0,0,0,0,750,0,13,41,11,24,10,11,0.531298904538,0,3834,0,8,0.964814814815,0.21436193448,3,0,1287,59,0,428,0,12,3,0,13,0,0,8,0,74,0.86511627907,3834,0,0.25,0,1524,0.358664772727,0,0,4,0,0,0.325769431403,0.0,2,5,0,15,0,8,121,61,0,0,0,0,0.19341563786,1782,3,0,10,97,0,2,0,384,0,12,0,15,0,1820,21,0,3,54,8,454,0,0.504082914573,0,1616,9,12.3265306122,234,0,0,0,6,0
31,2,0,6,0,38,16,3,0,0,21,7,0,3,65,0,0,0,0,0.643459915612,0,0,0,9,0,2,14,0,0,0,2,34,0,0,11,0,0,3,0,0,19,0,0,3,9,2,13,0,48,0,0,72,0,0,6,7,10,0,0,0,0,0,0,0,0,10,8,6,11,0.467153284672,0,137,0,2,0.805555555556,0.611924149061,0,0,0,19,0,2,0,4,0,0,8,0,0,2,0,30,0.814814814815,110,0,1.0,0,15,0.25,0,0,2,3,0,0.0426829268293,0.275,3,0,0,12,1,3,0,16,0,0,0,0,0.766423357664,72,4,0,5,0,0,2,0,20,0,0,0,12,0,23,4,3,2,11,3,21,0,0.466666666667,0,18,10,4.54716981132,0,0,5,0,5,0
73,7,0,0,0,181,13,14,0,0,51,9,4,3,185,0,4,0,0,0.188059701493,0,0,0,6,0,2,4,0,2,0,2,7,0,2,13,0,0,2,0,8,25,0,0,5,97,2,14,0,186,0,0,117,0,0,13,68,12,0,0,0,0,28,0,0,0,0,11,12,0,0.514851485149,0,302,0,6,0.888888888889,0.229630275549,0,0,128,28,0,29,0,4,2,0,13,0,0,3,0,42,0.969696969697,289,0,0.25,0,162,0.242424242424,0,0,3,3,0,0.324921135647,0.010101010101,1,2,0,14,0,4,1,0,0,0,0,0,0.251582278481,108,4,0,5,0,0,6,0,15,0,0,0,13,0,179,15,3,2,0,4,38,0,0.411971830986,0,175,8,9.87179487179,0,2,10,0,5,0
321,5,0,0,0,432,24,12,0,0,51,9,0,0,432,0,0,0,0,0.10571590266,0,0,0,6,0,3,23,4,5,2,6,51,4,10,11,0,0,2,0,8,29,0,0,11,79,3,20,0,381,0,11,377,0,0,10,34,7,0,0,0,0,0,0,0,0,11,18,9,14,0.913659793814,0,809,0,6,0.870229007634,0.214623872162,2,0,0,44,0,45,0,8,3,0,11,0,0,5,0,54,0.810344827586,809,0,0.5,0,283,0.324034334764,0,0,4,0,0,0.202319587629,0.0,2,3,0,12,0,4,12,4,0,0,0,0,0.12193850964,377,2,0,7,13,0,30,0,76,0,0,0,12,0,339,15,0,2,2,6,408,0,0.635627530364,0,312,8,17.76,24,0,0,0,6,0
288,3,0,0,0,118,30,5,0,0,134,9,0,0,118,0,0,0,0,0.408163265306,0,0,0,6,0,3,54,0,5,5,5,0,0,5,14,0,0,2,0,0,28,0,0,5,49,2,15,0,277,0,3,290,3,0,13,20,10,0,0,0,0,0,0,0,0,9,14,13,10,0.799007444169,0,408,0,5,0.985074626866,0.621618037135,5,0,0,40,0,29,0,5,4,0,14,9,0,4,0,53,0.893617021277,407,0,0.5,0,238,0.277966101695,5,0,3,0,0,0.17037037037,0.00338983050847,2,4,0,15,9,4,0,10,0,0,0,0,0.598533007335,289,4,0,5,6,0,2,0,13,0,0,0,14,0,269,16,0,2,5,5,34,0,0.544303797468,2,249,8,5.30894308943,9,0,0,0,5,0
288,3,0,0,0,123,30,5,0,0,134,9,0,0,123,0,0,0,0,0.475619295958,0,0,0,6,0,3,57,0,5,5,5,0,0,5,14,0,0,2,0,0,28,0,0,5,49,3,15,0,278,0,4,290,3,0,13,20,10,0,0,0,0,0,0,0,0,9,14,13,10,0.799007444169,0,413,0,5,0.985074626866,0.718838463767,5,0,0,40,0,29,0,6,2,0,13,9,0,4,0,53,0.893617021277,412,0,0.5,0,234,0.270627062706,5,0,3,0,0,0.17037037037,0.003300330033,2,2,0,14,10,5,0,10,0,0,0,0,0.687254351488,289,4,0,5,6,0,2,0,13,0,0,0,14,0,267,16,0,2,5,5,39,0,0.544303797468,2,245,8,4.88028169014,10,0,0,0,5,0
30,5,0,0,1,262,12,14,0,0,23,10,0,0,262,0,0,0,0,0.215633423181,0,0,0,7,1,3,2,3,2,2,6,5,3,4,13,0,0,2,0,8,29,0,0,8,24,2,22,1,278,0,8,257,0,0,11,15,7,0,0,0,2,219,0,10,2,10,15,11,13,0.832046332046,0,519,0,6,0.911392405063,0.206409560022,3,0,212,41,0,9,0,5,2,0,12,0,0,4,0,45,0.967741935484,519,0,0.25,0,200,0.238244514107,0,0,3,0,0,0.249034749035,0.0,2,2,0,14,0,4,4,7,0,2,0,0,0.272727272727,257,2,0,7,9,0,1,0,33,0,9,0,13,0,250,14,0,2,2,5,45,0,0.463654223969,0,243,9,9.08219178082,17,0,0,0,6,0
264,4,0,0,2,119,9,6,0,0,77,7,5,3,168,0,5,0,0,0.308737864078,0,0,0,5,0,3,66,0,0,0,3,8,0,0,10,3,0,3,0,10,22,0,0,4,22,2,15,0,198,0,2,276,0,0,7,5,16,0,0,0,0,0,0,13,2,11,16,6,11,0.713963963964,0,444,0,4,0.631578947368,0.410987516005,0,0,0,29,0,17,0,5,3,0,8,7,0,3,0,64,0.475609756098,391,6,0.5,0,68,0.207792207792,0,0,2,4,0,0.253012048193,0.178571428571,4,3,0,11,2,6,4,1,0,0,0,0,0.415584415584,272,3,0,5,2,0,1,0,47,0,13,0,10,0,104,11,4,2,1,5,51,0,0.46265060241,3,79,8,6.54166666667,4,0,5,0,6,0
30,14,0,1,0,48,2,22,0,0,5,10,2,1,49,0,2,0,0,0.339743589744,0,0,0,6,0,0,19,0,22,0,0,16,0,22,17,0,0,2,0,0,26,0,0,7,43,2,12,0,51,0,0,49,0,0,17,17,9,0,0,0,0,0,0,0,0,0,8,12,0,0.510204081633,0,98,0,10,0.5,0.474576271186,0,0,0,24,0,26,0,4,0,0,17,0,0,2,0,23,0.555555555556,96,0,0.5,0,51,0.386666666667,0,0,7,2,0,0.42,0.0,1,0,0,17,8,1,0,0,0,0,0,0,0.473684210526,48,2,0,4,0,0,17,0,3,0,0,0,17,0,51,24,2,2,0,3,20,0,0.571428571429,0,51,8,6.0,0,0,14,0,5,0
109,2,0,1,3,203,46,5,0,0,60,10,5,2,203,0,5,0,0,0.321739130435,0,0,0,7,0,4,3,2,2,4,8,8,2,4,14,0,0,3,0,9,29,0,0,9,99,2,16,0,229,0,0,138,0,0,14,60,9,0,0,0,0,14,0,10,6,9,15,13,12,0.5,0,341,0,7,0.981132075472,0.320205353869,4,0,156,42,0,39,0,4,3,0,13,0,0,4,0,50,1.0,337,0,0.25,0,195,0.251082251082,0,0,4,0,0,0.400584795322,0.00865800865801,1,3,0,15,6,3,10,4,0,0,0,0,0.448377581121,134,4,0,5,0,0,4,0,44,0,9,0,14,0,220,17,0,2,1,5,34,0,0.454258675079,0,208,8,6.37662337662,0,0,11,0,6,0
26,4,0,0,7,89,0,8,0,0,12,7,0,3,134,0,0,0,0,0.409090909091,0,0,0,5,0,2,0,0,2,0,2,10,0,2,11,3,0,5,0,9,20,0,0,6,0,2,9,0,89,0,50,46,0,0,9,0,11,0,0,0,0,10,0,10,14,0,11,6,0,0.722222222222,0,180,0,5,0.744680851064,0.367045454545,0,0,87,21,0,0,0,5,0,0,8,7,0,2,0,34,0.617647058824,135,6,0.25,3,40,0.261194029851,0,0,4,5,0,0.0695652173913,0.0820895522388,2,0,0,12,0,6,17,0,0,0,0,0,0.585365853659,46,3,0,3,35,0,25,0,85,0,9,8,11,0,51,10,5,2,0,4,2,0,0.462427745665,2,44,0,5.32786885246,85,0,6,0,6,0
0,4,0,1,2,101,11,4,0,10,84,7,3,3,101,0,3,0,0,0.553846153846,0,0,0,5,0,0,21,0,0,0,0,5,0,0,10,0,0,2,0,8,22,0,0,8,0,2,10,2,124,0,20,107,3,0,7,0,17,0,0,0,0,0,8,10,2,13,13,7,13,0.546798029557,0,208,0,3,0.866071428571,0.650790413055,0,0,40,27,0,0,0,4,0,0,8,8,0,4,3,28,0.709302325581,107,0,1.0,0,58,0.535031847134,5,0,8,0,0,0.0206718346253,0.56050955414,2,0,0,11,10,6,6,1,0,0,0,0,0.818264840183,6,5,0,5,1,0,21,2,13,0,10,0,10,0,89,7,0,4,1,4,17,0,0.464912280702,2,68,8,4.41111111111,21,0,6,0,7,0
170,6,0,0,0,254,6,14,0,0,27,10,0,0,254,0,0,0,0,0.236586942469,0,0,0,6,1,2,6,8,6,2,4,1,8,12,12,0,0,2,0,8,29,0,0,6,273,3,20,0,246,0,0,211,0,0,9,148,7,0,0,0,0,0,0,0,1,11,15,7,11,0.802173913043,0,465,0,5,0.946666666667,0.360622929702,2,0,11,39,0,125,0,6,3,0,10,0,0,6,0,42,0.964285714286,465,0,0.5,0,135,0.292957746479,0,0,3,0,0,0.254347826087,0.0,3,3,0,13,0,6,4,4,0,0,0,0,0.344752413578,211,2,0,7,0,0,9,0,38,0,9,0,12,0,166,14,0,3,4,5,204,0,0.546052631579,0,154,10,7.72093023256,0,0,0,0,5,0
0,0,0,0,1,9,274,0,0,18,289,9,8,4,32,0,8,0,0,0.188552188552,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,3,0,6,0,9,22,0,0,8,0,4,15,6,296,0,0,295,0,0,14,0,7,0,0,0,0,272,0,20,13,12,8,14,12,0.83950617284,0,327,0,8,0.176029962547,0.946428571429,0,0,0,31,0,0,0,4,0,0,14,13,0,0,0,14,0.926229508197,281,6,0.25,3,250,0.41196013289,0,0,8,8,0,0.0963541666667,0.335548172757,2,0,0,16,0,5,16,10,0,0,0,0,0.357723577236,272,7,0,6,0,0,1,3,25,0,9,8,16,0,295,8,8,0,10,5,0,1,0.51746031746,3,250,8,6.94915254237,0,0,15,0,8,0
92,3,0,89,0,523,14,5,0,0,62,8,0,5,547,0,0,0,0,0.607633587786,0,0,0,6,0,3,84,0,2,2,5,62,0,2,10,2,0,3,0,8,24,0,0,6,421,2,20,0,299,0,0,243,0,0,7,309,16,0,0,0,0,0,0,0,1,11,17,4,12,0.643037974684,0,790,0,3,0.86013986014,0.651389422872,2,0,12,33,0,112,0,5,2,0,7,7,0,3,0,64,0.922222222222,766,5,0.5,0,98,0.522865853659,0,0,3,4,0,0.00608272506083,0.0030487804878,3,2,0,11,4,5,7,5,0,0,0,0,0.884955752212,243,3,0,6,0,0,8,0,101,0,9,0,10,0,144,6,4,2,4,5,416,0,0.53547523427,2,111,9,4.2493765586,0,0,3,0,5,0
28,6,0,0,1,99,10,13,0,0,29,8,4,3,114,0,4,0,0,0.25652173913,0,0,0,6,0,2,7,0,8,0,2,8,0,13,12,3,0,3,0,8,26,0,0,5,3,5,19,0,102,0,0,92,3,0,12,1,13,0,0,0,0,36,0,13,1,10,15,8,10,0.446601941748,0,206,0,7,0.797101449275,0.2975,0,0,56,28,0,2,0,10,5,0,10,7,0,8,0,29,0.962962962963,171,6,0.25,0,58,0.242647058824,5,0,2,3,0,0.422764227642,0.227941176471,2,5,0,13,0,6,6,4,0,0,0,0,0.327272727273,72,3,0,6,0,0,1,0,20,0,13,0,13,0,72,17,3,5,4,5,36,0,0.479768786127,2,60,8,7.75675675676,0,0,8,0,6,0
32,6,0,0,4,72,8,15,0,5,51,10,0,2,283,0,0,0,0,0.45,0,0,0,6,0,4,3,2,5,6,9,52,2,8,11,3,0,4,0,8,30,0,0,10,43,3,20,0,273,0,0,163,0,0,8,13,24,0,0,0,9,74,0,13,12,11,20,9,11,0.684807256236,0,446,0,6,0.848739495798,0.392617514738,9,0,56,48,0,30,0,6,2,0,10,9,0,4,0,104,1.0,235,6,0.25,2,159,0.15243902439,0,0,4,2,0,0.259204712813,0.17987804878,3,2,0,12,0,4,34,4,0,9,0,0,0.636942675159,163,3,0,6,0,0,2,1,130,0,10,6,12,0,207,15,2,2,3,7,10,0,0.468144044321,2,169,9,5.1059602649,0,0,10,0,6,0
123,6,0,0,0,363,12,13,0,0,54,8,0,5,386,0,0,0,0,0.125850340136,0,0,0,6,0,2,2,2,6,2,3,11,2,9,11,3,0,3,0,8,27,0,0,4,0,2,16,0,396,0,136,282,0,0,10,0,10,0,0,0,0,148,0,0,4,0,16,9,0,0.730015082956,0,668,0,6,0.96261682243,0.170350666173,2,0,321,37,0,0,0,5,4,0,10,8,0,5,0,63,0.901960784314,645,6,0.25,0,216,0.253393665158,0,0,2,3,0,0.0959302325581,0.0226244343891,3,4,0,13,0,6,6,0,0,0,0,0,0.167664670659,282,3,0,5,116,0,21,0,81,0,9,0,12,0,290,13,3,2,0,5,40,0,0.482496194825,2,246,8,13.6842105263,252,0,5,0,6,0
0,2,0,0,3,123,6,4,0,0,52,9,3,3,124,0,3,0,0,0.379411764706,0,0,0,6,0,0,24,0,2,0,0,29,0,2,12,0,0,3,0,9,28,0,0,2,13,2,12,0,108,0,0,72,4,0,13,9,11,0,0,0,0,0,0,12,3,9,17,9,10,0.494897959184,0,196,0,7,0.65625,0.452898945838,0,0,7,26,0,4,0,4,0,1,11,11,0,2,0,29,0.8125,152,0,1.0,0,63,0.218045112782,7,0,2,6,0,0.409090909091,0.0902255639098,2,0,0,14,5,4,7,5,0,0,0,0,0.481105990783,29,5,0,5,0,0,2,0,23,0,12,0,13,0,96,16,6,2,4,5,65,0,0.511363636364,3,74,9,5.92452830189,0,0,8,0,7,0
17,2,0,0,0,51,12,2,0,0,46,6,5,3,131,0,5,0,0,0.656896551724,0,0,0,6,0,3,0,0,0,2,5,2,0,0,8,0,0,3,0,8,16,0,0,8,8,2,11,0,42,0,0,109,0,0,5,0,10,0,0,0,0,28,0,0,4,0,6,3,0,0.564102564103,0,240,0,3,0.9,0.481144722271,2,0,31,18,0,8,0,2,0,0,5,3,0,0,0,21,0.9,98,0,0.5,0,0,0.371428571429,0,0,4,3,0,0.155495978552,0.428571428571,5,0,0,0,0,4,6,0,0,0,0,0,0.727272727273,47,4,0,4,0,0,30,0,28,0,9,0,0,0,6,6,3,0,0,3,13,0,0.533018867925,3,0,8,4.70103092784,0,2,5,0,6,0
0,2,0,0,3,96,0,4,0,0,0,5,0,0,96,0,0,0,0,0.302083333333,0,0,0,0,0,0,31,0,3,0,0,0,0,3,10,0,0,2,0,10,14,0,0,0,64,2,0,0,10,0,0,0,0,0,0,64,1,0,0,0,0,0,0,10,3,0,14,2,0,0.416666666667,0,96,0,2,0.6,0.302083333333,0,0,24,19,0,0,0,6,3,0,7,0,0,4,0,10,0.642857142857,96,0,0.5,0,3,1.0,0,0,0,0,0,0.291666666667,0.0,0,3,0,10,1,0,3,0,0,0,0,0,0.309278350515,0,0,0,0,0,0,9,0,10,0,10,0,10,0,3,6,0,2,0,5,40,0,0.298701298701,0,3,0,4.09677419355,0,0,0,0,7,0
19,6,0,20,0,88,4,12,0,0,12,8,0,0,88,0,0,0,0,0.484536082474,0,0,0,6,0,5,37,5,8,0,5,33,5,12,13,0,0,2,0,8,23,0,0,5,7,3,11,0,93,0,0,79,0,0,11,5,6,0,0,0,0,0,0,0,0,0,12,10,0,0.421686746988,0,167,0,5,0.891891891892,0.574537865236,0,0,2,26,0,2,0,7,4,0,11,0,0,4,0,22,0.933333333333,167,0,1.0,0,59,0.316326530612,0,0,3,0,0,0.0843373493976,0.0,3,4,0,14,15,4,1,0,0,0,0,0,0.578313253012,79,2,0,4,0,0,1,0,3,0,0,0,13,0,70,12,0,2,0,4,21,0,0.484615384615,0,65,8,5.34693877551,0,0,0,0,6,0
284,7,0,29,2,614,12,18,0,0,49,11,4,3,614,0,4,0,0,0.326162790698,0,0,0,5,7,2,45,3,8,4,4,119,3,15,14,0,0,2,0,9,34,0,0,8,0,3,18,8,670,0,267,449,0,0,13,0,8,0,0,0,0,1,0,12,6,9,22,13,10,0.354938271605,0,1063,0,7,0.971590909091,0.428638098185,4,0,276,45,0,0,0,8,3,0,13,0,0,7,0,48,0.924242424242,1059,0,0.5,0,542,0.209302325581,0,0,3,0,0,0.199795081967,0.0,2,3,0,15,44,6,11,2,0,0,0,0,0.454838709677,445,2,0,6,207,0,20,0,102,0,10,0,14,0,622,18,0,3,1,7,224,0,0.466811751904,0,586,8,6.33628318584,474,0,8,0,6,0
40,7,0,0,2,308,11,14,0,0,39,9,4,4,308,0,4,0,0,0.254654255319,0,0,0,6,0,2,1,8,7,4,4,0,8,11,11,0,0,3,0,8,29,0,0,5,218,3,20,0,290,0,0,276,0,0,10,118,8,0,0,0,0,218,0,10,2,11,16,9,11,0.747553816047,0,584,0,6,0.965517241379,0.256176912189,4,0,278,42,0,100,0,7,4,0,11,0,0,4,0,58,0.767441860465,583,0,0.25,0,191,0.293010752688,0,0,2,0,0,0.26953125,0.0,2,4,0,12,0,7,11,1,0,0,0,0,0.347197106691,275,2,0,6,0,0,5,0,60,0,10,0,12,0,251,14,0,2,1,5,13,0,0.459244532803,0,207,8,7.68041237113,0,0,9,0,6,0
0,3,0,8,0,50,5,3,0,3,24,6,6,4,99,0,6,0,0,0.41245972073,0,0,0,6,0,0,4,0,0,0,0,22,0,0,10,3,0,3,0,0,15,0,0,3,2,3,6,0,76,0,0,51,0,0,10,2,6,0,0,0,0,0,0,0,0,9,7,7,0,0.464516129032,0,150,0,3,0.788732394366,0.522556390977,0,0,0,22,0,0,0,3,0,0,8,7,0,0,0,18,0.80701754386,80,5,1.0,0,29,0.525252525253,0,0,3,3,0,0.0148148148148,0.525252525253,3,0,0,11,0,4,0,2,0,0,0,0,0.576659038902,30,4,0,3,0,0,30,3,19,0,0,0,10,0,44,3,3,0,0,3,46,0,0.5,2,33,8,5.88095238095,0,0,5,0,5,0
58,6,0,0,1,87,6,13,0,0,17,9,4,2,149,0,4,0,0,0.251086956522,0,0,0,6,0,2,2,0,13,4,4,27,0,13,11,3,0,3,0,8,26,0,0,4,0,2,15,0,134,0,47,113,0,0,12,0,18,0,0,0,0,20,0,11,2,10,15,8,11,0.431297709924,0,262,0,8,0.849056603774,0.28907480315,4,0,39,40,0,0,0,4,0,0,10,9,0,3,0,64,0.666666666667,192,5,0.5,0,89,0.284916201117,0,0,2,3,0,0.0171428571429,0.189944134078,1,0,0,12,0,6,8,3,0,0,0,0,0.315151515152,105,2,0,5,58,0,14,0,42,0,10,0,12,0,114,19,3,3,2,5,31,0,0.597765363128,2,99,9,8.10638297872,105,0,9,0,5,0
139,2,0,3,1,161,1,4,0,0,2,8,0,2,163,0,0,0,0,0.273104265403,0,0,0,7,0,2,28,0,3,2,5,30,0,3,10,0,0,2,0,10,23,0,0,11,154,3,15,0,116,0,0,174,0,0,7,65,9,0,0,0,0,0,0,13,1,9,14,6,0,0.795252225519,0,337,0,2,0.814814814815,0.320178417089,2,0,0,38,0,89,0,6,0,0,9,0,0,3,0,53,0.707317073171,335,0,0.5,0,47,0.336492890995,0,0,5,4,0,0.174041297935,0.00473933649289,3,0,0,11,2,5,2,1,0,0,0,0,0.32044198895,174,2,0,5,0,0,4,0,9,0,13,0,10,0,86,7,4,2,0,5,128,0,0.517964071856,0,74,9,8.10169491525,0,0,7,0,7,0
69,7,0,0,5,167,51,15,0,5,131,9,3,2,218,0,3,0,0,0.441318327974,0,0,0,7,0,4,0,15,10,0,4,2,15,15,11,2,0,3,0,8,29,0,0,6,37,5,17,0,223,0,36,186,3,0,10,24,25,0,0,0,0,37,0,11,5,10,18,7,11,0.449131513648,0,404,0,7,0.708609271523,0.397034565292,0,0,110,37,0,13,0,11,4,0,9,6,0,5,0,60,0.701298701299,283,4,0.5,0,110,0.176848874598,5,0,4,3,0,0.199294532628,0.192926045016,2,4,0,12,0,6,22,27,0,0,0,0,0.631578947368,116,5,0,6,30,0,19,2,55,0,11,0,12,0,160,18,3,3,14,6,24,0,0.545706371191,2,132,9,5.12949640288,66,18,8,0,6,0
0,4,0,0,8,693,172,8,0,0,264,12,4,3,693,0,4,0,0,0.121496230427,0,0,0,9,0,4,45,0,3,0,4,113,0,3,13,0,0,2,0,9,39,0,0,6,0,4,16,0,514,0,415,309,3,0,15,0,30,0,0,0,0,0,0,10,8,11,25,9,11,0.542627883651,0,1002,0,4,0.629518072289,0.35093624032,0,0,59,50,0,0,0,8,3,0,11,6,0,8,0,81,0.602649006623,818,0,0.5,0,327,0.219346049046,6,0,4,0,0,0.31877394636,0.0858310626703,1,3,0,14,20,6,18,135,0,0,0,0,0.168381665108,125,8,0,5,93,0,14,0,53,0,10,0,13,0,403,9,0,4,128,8,543,0,0.448732083793,3,380,10,13.7111111111,508,3,7,0,6,0
10,8,0,66,0,206,3,19,0,0,8,10,0,0,206,0,0,0,0,0.594405594406,0,0,0,6,15,2,96,2,2,2,3,70,2,3,17,0,0,2,0,8,30,0,0,6,230,2,14,6,199,0,0,168,0,0,17,128,7,0,0,0,0,0,0,0,0,0,13,12,0,0.44385026738,0,374,0,9,0.964912280702,0.82009302754,2,0,0,39,0,102,0,4,2,0,16,0,0,3,0,46,0.916666666667,374,0,1.0,0,195,0.377622377622,0,0,3,0,0,0.48128342246,0.0,1,2,0,17,66,5,1,0,0,0,0,0,0.817102137767,168,2,0,5,0,0,9,0,17,0,0,0,17,0,195,20,0,2,0,4,30,0,0.478260869565,0,195,8,4.42196531792,0,0,0,0,5,0
0,3,0,2,0,24,3,3,0,0,16,6,4,2,41,0,4,0,0,0.619047619048,0,0,0,6,0,0,14,0,0,0,0,9,0,0,9,0,0,2,0,8,16,0,0,4,3,3,8,0,35,0,0,33,3,0,6,2,9,0,0,0,0,0,0,0,0,0,7,6,0,0.648648648649,0,74,0,2,0.896551724138,0.587906504065,0,0,0,18,0,1,0,3,0,0,7,6,0,3,0,17,0.722222222222,35,0,1.0,0,6,0.5,5,0,4,3,0,0.0454545454545,0.52380952381,6,0,0,10,1,2,1,0,0,0,0,0,0.708860759494,11,4,0,3,0,0,2,0,5,0,0,0,9,0,18,3,3,3,0,3,5,0,0.491525423729,2,12,8,4.24137931034,0,0,8,0,5,0
41,3,0,0,5,187,5,3,0,2,38,6,3,4,187,0,3,0,0,0.349271240668,0,0,0,6,0,3,27,0,0,0,3,14,0,0,8,0,0,2,0,11,20,0,0,6,0,3,13,0,61,0,103,139,3,0,4,0,11,0,0,0,0,12,6,11,5,11,16,3,11,0.506134969325,0,326,0,3,1.0,0.380610463101,0,0,23,22,0,0,0,5,0,0,6,3,0,3,2,29,0.960526315789,263,0,0.5,0,0,0.24064171123,6,0,4,0,0,0.387654320988,0.24064171123,4,0,0,0,0,6,5,5,0,0,0,0,0.384652744051,76,3,0,5,48,0,22,4,16,0,11,0,9,0,22,5,0,3,5,5,110,0,0.533613445378,5,2,11,7.11594202899,151,0,3,0,7,0
76,7,2,0,69,742,141,16,2,11,341,11,3,3,936,0,3,0,0,0.159787735849,0,0,0,7,0,3,27,8,8,2,7,7,12,16,13,2,0,4,0,9,34,0,0,12,144,3,23,0,1028,0,109,911,2,0,13,95,38,0,0,0,4,187,6,12,91,11,32,8,12,0.382241472658,0,1847,0,8,0.811111111111,0.210848371518,4,0,257,57,0,49,0,9,2,0,11,8,0,6,2,171,0.780821917808,1374,5,.166,2,611,0.332905708788,5,0,5,6,0,0.291600633914,0.127645926876,2,3,0,15,0,7,226,45,0,4,0,0,0.235565819861,632,4,0,8,40,0,16,2,424,0,11,7,14,0,823,21,6,3,31,9,82,0,0.528177458034,3,672,9,10.3828125,149,0,10,0,7,0
